City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Salym,RU,60.0625,71.4789,22.82,70,21,9.28,few clouds
700,Byumba,RW,-1.5763,30.0675,53.8,91,99,2.21,overcast clouds
701,Chlorakas,CY,34.8042,32.4083,50.88,76,40,9.22,scattered clouds
702,Vulpeni,RO,44.4667,23.9167,36.46,93,2,3.44,mist
703,Homer,US,59.6425,-151.5483,44.49,42,20,3.44,few clouds
704,Varadero,CU,23.1536,-81.2514,72.36,76,25,22.55,scattered clouds
705,Cagliliog,PH,13.9016,123.2913,87.28,65,14,4.52,few clouds
706,Ust-Ilimsk,RU,58.0006,102.6619,30.58,59,100,2.48,overcast clouds
707,Oviedo,ES,43.3603,-5.8448,46.27,96,98,1.01,overcast clouds
708,Kununurra,AU,-15.7667,128.7333,93.18,26,61,12.66,broken clouds
709,Gamba,GA,-2.65,10.0,75.63,93,100,2.3,overcast clouds
710,Ivaipora,BR,-24.2478,-51.6847,59.86,84,0,3.2,clear sky
711,Bamako,ML,12.65,-8.0,81.43,12,58,3.96,broken clouds
712,Coihaique,CL,-45.5752,-72.0662,46.35,87,100,4.61,light rain
713,Suwannaphum,TH,15.6035,103.8021,91.85,48,65,6.93,broken clouds
714,Bukachacha,RU,52.9833,116.9167,40.42,14,15,6.44,few clouds
715,Beloha,MG,-25.1667,45.05,72.16,85,92,15.14,overcast clouds
716,Sfantu Gheorghe,RO,45.8667,25.7833,38.82,96,98,3.4,overcast clouds
